SPRINGBOOT_SECURITY 11:04:31.625 INFO  org.hibernate.validator.internal.util.Version : - HV000001: Hibernate Validator 8.0.1.Final 
SPRINGBOOT_SECURITY 11:07:55.779 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - user-agent = Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 
SPRINGBOOT_SECURITY 11:07:55.779 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - authorization = Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJMZU5yUEllV3F1S1RBQnU1NVdzMWlObmZiSEd4ZlJubzRuaUFUc21OUUFBIn0.eyJleHAiOjE3MDk1MTgzNzYsImlhdCI6MTcwOTUxODA3NiwiYXV0aF90aW1lIjoxNzA5NTE3ODAwLCJqdGkiOiI4YWU4ODYzNS04ZDU0LTQwYWUtOGM3Mi0wMTBiZTdjMTYxNmQiLCJpc3MiOiJodHRwOi8vMjExLjQzLjEyLjE2MjozMDI5OC9yZWFsbXMvZW1wbG95ZWUtc2VydmljZXMiLCJzdWIiOiIwYjU1ZWIzYy1lZjZmLTQ5ZDUtODdkNy1lZDNmMTQ5Zjg5NWQiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJlZHUtYXBwIiwibm9uY2UiOiI4ZDBmNGVlMS0yMGFhLTQ0MDUtOGY2Zi02NjU0NWU0ZDMwODUiLCJzZXNzaW9uX3N0YXRlIjoiNzNiYjIwYzQtZGJiNS00NTJkLTlkMzYtZTNmZDAxZjQ0NjllIiwiYWNyIjoiMCIsImFsbG93ZWQtb3JpZ2lucyI6WyIqIl0sInJlc291cmNlX2FjY2VzcyI6eyJlZHUtYXBwIjp7InJvbGVzIjpbIkVEVV9NQU5BR0VSIl19fSwic2NvcGUiOiJvcGVuaWQgcHJvZmlsZSBlbWFpbCIsInNpZCI6IjczYmIyMGM0LWRiYjUtNDUyZC05ZDM2LWUzZmQwMWY0NDY5ZSIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWRtaW4ifQ.s49HvjSzlG1Ya1fDLiXyzpX1ppKY0LwkpcBL5btiU7qPRk2gari_Te4wF66A1_NoCmabPQNM6EO8IUUJRG8p-pz8pbEz3dRQRsa8gmXaOdpwOZir0SkjgH3jAuntjyk0JlOma1KLNtozrM5T7XL5TzMrYEgEKRAL11sXdBCRRKaLCe7OqfpUfdNC9HGgSnfX_2YL_UHITuibBf6CTAvM6wLd-nNjj_v2C1AiZfHct9UMgnMaCSk8ff4VwgetB3cPB5miXP_SAzwefqhziiaw3HT9huNbgkk-XsVNLjkrsWoA6EAf2XJk2Fli59WgjTGkV358WbR7vi6_QwON2GETyg 
SPRINGBOOT_SECURITY 11:07:55.779 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua-mobile = ?0 
SPRINGBOOT_SECURITY 11:07:55.779 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua = "Chromium";v="122", "Not(A:Brand";v="24", "Google Chrome";v="122" 
SPRINGBOOT_SECURITY 11:07:55.779 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - connection = close 
SPRINGBOOT_SECURITY 11:07:55.780 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - host = localhost:9080 
SPRINGBOOT_SECURITY 11:07:55.780 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Parameters 
SPRINGBOOT_SECURITY 11:07:55.780 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Row data 
SPRINGBOOT_SECURITY 11:07:55.781 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - start = execution(List com.kt.edu.thirdproject.employee.controller.EmployeeController.getEmployeeList()) 
SPRINGBOOT_SECURITY 11:07:55.781 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - before = getEmployeeList 
SPRINGBOOT_SECURITY 11:07:55.792 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - start = execution(List com.kt.edu.thirdproject.employee.service.EmployeeService.getEmployeeList()) 
SPRINGBOOT_SECURITY 11:07:55.792 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - before = getEmployeeList 
SPRINGBOOT_SECURITY 11:07:55.792 INFO  com.kt.edu.thirdproject.employee.service.EmployeeService : - Request to get all Employees 
SPRINGBOOT_SECURITY 11:07:55.805 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - after = getEmployeeList 
SPRINGBOOT_SECURITY 11:07:55.805 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - log = List com.kt.edu.thirdproject.employee.service.EmployeeService.getEmployeeList() 
SPRINGBOOT_SECURITY 11:07:55.806 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - timeMs = 13 
SPRINGBOOT_SECURITY 11:07:55.817 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - after = getEmployeeList 
SPRINGBOOT_SECURITY 11:07:55.817 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - log = List com.kt.edu.thirdproject.employee.controller.EmployeeController.getEmployeeList() 
SPRINGBOOT_SECURITY 11:07:55.818 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - timeMs = 36 
SPRINGBOOT_SECURITY 11:07:55.819 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - [/api/v1/employees] LogFilter doFilter End 
SPRINGBOOT_SECURITY 11:08:04.748 INFO  com.kt.edu.thirdproject.common.service.JwtAuthConverter : - jwt claimName 
SPRINGBOOT_SECURITY 11:08:04.749 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - [/api/v1/employees] LogFilter doFilter Start 
SPRINGBOOT_SECURITY 11:08:04.750 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Headers 
SPRINGBOOT_SECURITY 11:08:04.750 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept-language = ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7 
SPRINGBOOT_SECURITY 11:08:04.750 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept-encoding = gzip, deflate, br, zstd 
SPRINGBOOT_SECURITY 11:08:04.750 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - referer = http://localhost:3000/employees 
SPRINGBOOT_SECURITY 11:08:04.750 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-dest = empty 
SPRINGBOOT_SECURITY 11:08:04.750 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-mode = cors 
SPRINGBOOT_SECURITY 11:08:04.750 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-site = same-origin 
SPRINGBOOT_SECURITY 11:08:04.751 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept = */* 
SPRINGBOOT_SECURITY 11:08:04.751 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua-platform = "Windows" 
SPRINGBOOT_SECURITY 11:08:04.751 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - user-agent = Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 
SPRINGBOOT_SECURITY 11:08:04.751 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - authorization = Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJMZU5yUEllV3F1S1RBQnU1NVdzMWlObmZiSEd4ZlJubzRuaUFUc21OUUFBIn0.eyJleHAiOjE3MDk1MTgzODUsImlhdCI6MTcwOTUxODA4NSwiYXV0aF90aW1lIjoxNzA5NTE3ODAwLCJqdGkiOiI5ZDE4MDIzYy03YWJkLTQ2NjEtOGU5NS1hMzY1MjdhNjA3MGEiLCJpc3MiOiJodHRwOi8vMjExLjQzLjEyLjE2MjozMDI5OC9yZWFsbXMvZW1wbG95ZWUtc2VydmljZXMiLCJzdWIiOiIwYjU1ZWIzYy1lZjZmLTQ5ZDUtODdkNy1lZDNmMTQ5Zjg5NWQiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJlZHUtYXBwIiwibm9uY2UiOiI3ODliZWVlMS1iMGRlLTQwNDktOWEwNS1hZjJlN2NlMGVkYzciLCJzZXNzaW9uX3N0YXRlIjoiNzNiYjIwYzQtZGJiNS00NTJkLTlkMzYtZTNmZDAxZjQ0NjllIiwiYWNyIjoiMCIsImFsbG93ZWQtb3JpZ2lucyI6WyIqIl0sInJlc291cmNlX2FjY2VzcyI6eyJlZHUtYXBwIjp7InJvbGVzIjpbIkVEVV9NQU5BR0VSIl19fSwic2NvcGUiOiJvcGVuaWQgcHJvZmlsZSBlbWFpbCIsInNpZCI6IjczYmIyMGM0LWRiYjUtNDUyZC05ZDM2LWUzZmQwMWY0NDY5ZSIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWRtaW4ifQ.hppi3uyRuok_ZZOUd9diOtAyqyaF8Pn-3iiy_ErGI8OsbSzLUjiI1fHv_jn6pWMJ63tVeFSLG5eXNAUORYUTvXe4m8_xR3n4YGu8nCnPnKkIlczivH2sJOaKSYgRtDN7cdLmyGUKJqLBB6ZzM0ah1ePXPVpTZP1Y1HrybQByJNnsI7VGOOk1wP4Ilb1cLbnj7prwST7K9DcHwBJiZUnQNQlwwr3LKneRz6Mtfee-0T6RGxuu-p1mWpNKb9R7q6unkRTMYaBS-dR-K9x0v11A2iBUAv05cVkHRqYMQFY7hvApsNcDvmnPreGa4ue2icbhhpq4jZK8lVeJE6FcWfEwSw 
SPRINGBOOT_SECURITY 11:08:04.751 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua-mobile = ?0 
SPRINGBOOT_SECURITY 11:08:04.751 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua = "Chromium";v="122", "Not(A:Brand";v="24", "Google Chrome";v="122" 
SPRINGBOOT_SECURITY 11:08:04.751 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - connection = close 
SPRINGBOOT_SECURITY 11:08:04.751 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - host = localhost:9080 
SPRINGBOOT_SECURITY 11:08:04.751 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Parameters 
SPRINGBOOT_SECURITY 11:08:04.752 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Row data 
SPRINGBOOT_SECURITY 11:08:04.752 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - start = execution(List com.kt.edu.thirdproject.employee.controller.EmployeeController.getEmployeeList()) 
SPRINGBOOT_SECURITY 11:08:04.752 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - before = getEmployeeList 
SPRINGBOOT_SECURITY 11:08:04.764 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - start = execution(List com.kt.edu.thirdproject.employee.service.EmployeeService.getEmployeeList()) 
SPRINGBOOT_SECURITY 11:08:04.764 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - before = getEmployeeList 
SPRINGBOOT_SECURITY 11:08:04.764 INFO  com.kt.edu.thirdproject.employee.service.EmployeeService : - Request to get all Employees 
SPRINGBOOT_SECURITY 11:08:04.773 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - after = getEmployeeList 
SPRINGBOOT_SECURITY 11:08:04.773 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - log = List com.kt.edu.thirdproject.employee.service.EmployeeService.getEmployeeList() 
SPRINGBOOT_SECURITY 11:08:04.773 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - timeMs = 9 
SPRINGBOOT_SECURITY 11:08:04.784 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - after = getEmployeeList 
SPRINGBOOT_SECURITY 11:08:04.784 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - log = List com.kt.edu.thirdproject.employee.controller.EmployeeController.getEmployeeList() 
SPRINGBOOT_SECURITY 11:08:04.784 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - timeMs = 32 
SPRINGBOOT_SECURITY 11:08:04.786 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - [/api/v1/employees] LogFilter doFilter End 
SPRINGBOOT_SECURITY 11:09:20.251 INFO  com.kt.edu.thirdproject.common.service.JwtAuthConverter : - jwt claimName 
SPRINGBOOT_SECURITY 11:09:20.253 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - [/api/v1/employees/2003] LogFilter doFilter Start 
SPRINGBOOT_SECURITY 11:09:20.253 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Headers 
SPRINGBOOT_SECURITY 11:09:20.253 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept-language = ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7 
SPRINGBOOT_SECURITY 11:09:20.253 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept-encoding = gzip, deflate, br, zstd 
SPRINGBOOT_SECURITY 11:09:20.254 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - referer = http://localhost:3000/employees 
SPRINGBOOT_SECURITY 11:09:20.254 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-dest = empty 
SPRINGBOOT_SECURITY 11:09:20.254 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-mode = cors 
SPRINGBOOT_SECURITY 11:09:20.254 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-site = same-origin 
SPRINGBOOT_SECURITY 11:09:20.254 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - origin = http://localhost:3000 
SPRINGBOOT_SECURITY 11:09:20.254 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept = */* 
SPRINGBOOT_SECURITY 11:09:20.254 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua-platform = "Windows" 
SPRINGBOOT_SECURITY 11:09:20.254 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - user-agent = Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 
SPRINGBOOT_SECURITY 11:09:20.254 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - authorization = Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJMZU5yUEllV3F1S1RBQnU1NVdzMWlObmZiSEd4ZlJubzRuaUFUc21OUUFBIn0.eyJleHAiOjE3MDk1MTgzODUsImlhdCI6MTcwOTUxODA4NSwiYXV0aF90aW1lIjoxNzA5NTE3ODAwLCJqdGkiOiI5ZDE4MDIzYy03YWJkLTQ2NjEtOGU5NS1hMzY1MjdhNjA3MGEiLCJpc3MiOiJodHRwOi8vMjExLjQzLjEyLjE2MjozMDI5OC9yZWFsbXMvZW1wbG95ZWUtc2VydmljZXMiLCJzdWIiOiIwYjU1ZWIzYy1lZjZmLTQ5ZDUtODdkNy1lZDNmMTQ5Zjg5NWQiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJlZHUtYXBwIiwibm9uY2UiOiI3ODliZWVlMS1iMGRlLTQwNDktOWEwNS1hZjJlN2NlMGVkYzciLCJzZXNzaW9uX3N0YXRlIjoiNzNiYjIwYzQtZGJiNS00NTJkLTlkMzYtZTNmZDAxZjQ0NjllIiwiYWNyIjoiMCIsImFsbG93ZWQtb3JpZ2lucyI6WyIqIl0sInJlc291cmNlX2FjY2VzcyI6eyJlZHUtYXBwIjp7InJvbGVzIjpbIkVEVV9NQU5BR0VSIl19fSwic2NvcGUiOiJvcGVuaWQgcHJvZmlsZSBlbWFpbCIsInNpZCI6IjczYmIyMGM0LWRiYjUtNDUyZC05ZDM2LWUzZmQwMWY0NDY5ZSIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWRtaW4ifQ.hppi3uyRuok_ZZOUd9diOtAyqyaF8Pn-3iiy_ErGI8OsbSzLUjiI1fHv_jn6pWMJ63tVeFSLG5eXNAUORYUTvXe4m8_xR3n4YGu8nCnPnKkIlczivH2sJOaKSYgRtDN7cdLmyGUKJqLBB6ZzM0ah1ePXPVpTZP1Y1HrybQByJNnsI7VGOOk1wP4Ilb1cLbnj7prwST7K9DcHwBJiZUnQNQlwwr3LKneRz6Mtfee-0T6RGxuu-p1mWpNKb9R7q6unkRTMYaBS-dR-K9x0v11A2iBUAv05cVkHRqYMQFY7hvApsNcDvmnPreGa4ue2icbhhpq4jZK8lVeJE6FcWfEwSw 
SPRINGBOOT_SECURITY 11:09:20.255 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua-mobile = ?0 
SPRINGBOOT_SECURITY 11:09:20.255 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - content-type = application/json 
SPRINGBOOT_SECURITY 11:09:20.255 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua = "Chromium";v="122", "Not(A:Brand";v="24", "Google Chrome";v="122" 
SPRINGBOOT_SECURITY 11:09:20.255 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - content-length = 72 
SPRINGBOOT_SECURITY 11:09:20.255 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - connection = close 
SPRINGBOOT_SECURITY 11:09:20.255 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - host = localhost:9080 
SPRINGBOOT_SECURITY 11:09:20.255 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Parameters 
SPRINGBOOT_SECURITY 11:09:20.255 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Row data 
SPRINGBOOT_SECURITY 11:09:20.255 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - [{"id":2003,"empName":"5","empDeptName":"5","empTelNo":"5","empMail":"5"}] LogFilter doFilter Body 
SPRINGBOOT_SECURITY 11:09:20.257 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - start = execution(ResponseEntity com.kt.edu.thirdproject.employee.controller.EmployeeController.update(Long,EmployeeEntity)) 
SPRINGBOOT_SECURITY 11:09:20.257 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - before = update 
SPRINGBOOT_SECURITY 11:09:20.258 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - type = Long 
SPRINGBOOT_SECURITY 11:09:20.258 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - value = 2003 
SPRINGBOOT_SECURITY 11:09:20.258 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - type = EmployeeEntity 
SPRINGBOOT_SECURITY 11:09:20.258 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - value = EmployeeEntity(id=2003, empName=5, empDeptName=5, empTelNo=5, empMail=5, isNew=false) 
SPRINGBOOT_SECURITY 11:09:20.270 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - start = execution(EmployeeEntity com.kt.edu.thirdproject.employee.service.EmployeeService.update(Long,EmployeeEntity)) 
SPRINGBOOT_SECURITY 11:09:20.270 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - before = update 
SPRINGBOOT_SECURITY 11:09:20.270 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - type = Long 
SPRINGBOOT_SECURITY 11:09:20.270 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - value = 2003 
SPRINGBOOT_SECURITY 11:09:20.270 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - type = EmployeeEntity 
SPRINGBOOT_SECURITY 11:09:20.270 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - value = EmployeeEntity(id=2003, empName=5, empDeptName=5, empTelNo=5, empMail=5, isNew=false) 
SPRINGBOOT_SECURITY 11:09:20.270 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - #### KteduAnnotation ####[Ktedu] EmployeeEntity com.kt.edu.thirdproject.employee.service.EmployeeService.update(Long,EmployeeEntity) args = [2003, EmployeeEntity(id=2003, empName=5, empDeptName=5, empTelNo=5, empMail=5, isNew=false)] 
SPRINGBOOT_SECURITY 11:09:20.270 INFO  com.kt.edu.thirdproject.employee.service.EmployeeService : - Request to update Employee : EmployeeEntity(id=2003, empName=5, empDeptName=5, empTelNo=5, empMail=5, isNew=false) 
SPRINGBOOT_SECURITY 11:09:20.284 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - after = update 
SPRINGBOOT_SECURITY 11:09:20.284 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - type = Long 
SPRINGBOOT_SECURITY 11:09:20.284 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - value = 2003 
SPRINGBOOT_SECURITY 11:09:20.284 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - type = EmployeeEntity 
SPRINGBOOT_SECURITY 11:09:20.285 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - value = EmployeeEntity(id=2003, empName=5, empDeptName=5, empTelNo=5, empMail=5, isNew=false) 
SPRINGBOOT_SECURITY 11:09:20.285 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - log = EmployeeEntity com.kt.edu.thirdproject.employee.service.EmployeeService.update(Long,EmployeeEntity) 
SPRINGBOOT_SECURITY 11:09:20.285 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - timeMs = 15 
SPRINGBOOT_SECURITY 11:09:20.298 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - after = update 
SPRINGBOOT_SECURITY 11:09:20.298 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - type = Long 
SPRINGBOOT_SECURITY 11:09:20.298 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - value = 2003 
SPRINGBOOT_SECURITY 11:09:20.298 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - type = EmployeeEntity 
SPRINGBOOT_SECURITY 11:09:20.298 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - value = EmployeeEntity(id=2003, empName=5, empDeptName=5, empTelNo=5, empMail=5, isNew=false) 
SPRINGBOOT_SECURITY 11:09:20.298 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - log = ResponseEntity com.kt.edu.thirdproject.employee.controller.EmployeeController.update(Long,EmployeeEntity) 
SPRINGBOOT_SECURITY 11:09:20.298 INFO  com.kt.edu.thirdproject.common.aop.LogAspect : - timeMs = 41 
SPRINGBOOT_SECURITY 11:09:20.299 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - [/api/v1/employees/2003] LogFilter doFilter End 
SPRINGBOOT_SECURITY 11:10:13.619 INFO  com.zaxxer.hikari.HikariDataSource : - HikariPool-1 - Shutdown initiated... 
SPRINGBOOT_SECURITY 11:10:13.683 INFO  com.zaxxer.hikari.HikariDataSource : - HikariPool-1 - Shutdown completed. 
SPRINGBOOT_SECURITY 11:10:13.689 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - LogFilter destroy() 
